CPU	 1	 0.116675
CPU	 3	 0.18335
CPU	 5	 0.11665
CPU	 7	 0.116675
CPU	 11	 0.166675
CPU	 15	 0.1
CPU	 9	 0.083325
CPU	 13	 0.1
CPU	 19	 0.083325
CPU	 17	 0.216675
CPU	 21	 0.183325
CPU	 23	 0.1
CPU	 31	 0.116675
CPU	 27	 0.31665
CPU	 25	 0.18335
CPU	 33	 0.15
CPU	 29	 0.166675
CPU	 37	 0.21665
CPU	 35	 0.1
CPU	 41	 0.116675
CPU	 45	 0.1
CPU	 43	 0.1
CPU	 39	 0.1
CPU	 49	 0.083325
CPU	 53	 0.1
CPU	 51	 0.1
CPU	 47	 0.283325
CPU	 55	 0.08335
CPU	 59	 0.2
CPU	 61	 0.083325
CPU	 57	 0.36665
CPU	 63	 0.18335
CPU	 65	 0.1
CPU	 67	 0.1
CPU	 69	 0.11665
CPU	 73	 0.13335
CPU	 71	 0.11665
CPU	 75	 0.1
CPU	 77	 0.1
CPU	 79	 0.08335
CPU	 81	 0.1
CPU	 83	 0.1
CPU	 87	 0.11665
CPU	 89	 0.21665
CPU	 85	 0.3
CPU	 93	 0.1
CPU	 91	 0.2
CPU	 97	 0.1
CPU	 95	 0.1
CPU	 99	 0.16665
IO	 10	 6.88333
IO	 70	 3.56665
IO	 26	 6.1
IO	 64	 3.66665
IO	 6	 7.01668
IO	 36	 5.11667
IO	 30	 5.6
IO	 0	 7.36667
IO	 8	 7.01668
IO	 22	 6.3
IO	 12	 6.9
IO	 14	 6.53332
IO	 42	 4.9
IO	 18	 6.48332
IO	 4	 7.13333
IO	 20	 6.48332
IO	 78	 3.11667
IO	 24	 6.16667
IO	 96	 2.23332
IO	 28	 6.13335
IO	 40	 5.03335
IO	 16	 6.53335
IO	 34	 5.5
IO	 52	 4.48335
IO	 56	 4.28335
IO	 76	 3.13335
IO	 80	 3.03335
IO	 68	 3.7
IO	 2	 7.15
IO	 50	 4.58335
IO	 54	 4.33335
IO	 48	 4.71668
IO	 58	 4.25
IO	 60	 4.1
IO	 88	 2.75
IO	 74	 3.23335
IO	 32	 5.5
IO	 92	 2.45
IO	 38	 5.15
IO	 72	 3.36665
IO	 90	 2.46665
IO	 66	 3.61665
IO	 84	 2.76665
IO	 98	 2.16665
IO	 82	 2.86665
IO	 94	 2.26665
IO	 46	 4.73332
IO	 86	 2.46665
IO	 44	 4.83333
IO	 62	 3.9
