CPU	 1	 0.1
CPU	 5	 0.1
CPU	 3	 0.083325
CPU	 7	 0.1
CPU	 9	 0.066675
CPU	 11	 0.1
CPU	 15	 0.15
CPU	 13	 0.066675
CPU	 17	 0.083325
CPU	 19	 0.116675
CPU	 21	 0.166675
CPU	 25	 0.1
CPU	 23	 0.1
CPU	 27	 0.083325
CPU	 31	 0.2
CPU	 33	 0.08335
CPU	 29	 0.1
CPU	 35	 0.16665
CPU	 39	 0.08335
CPU	 37	 0.06665
CPU	 45	 0.083325
CPU	 41	 0.06665
CPU	 53	 0.116675
CPU	 43	 0.08335
CPU	 51	 0.1
CPU	 49	 0.233325
CPU	 47	 0.5
CPU	 55	 0.233325
CPU	 57	 0.13335
CPU	 59	 0.11665
CPU	 61	 0.116675
CPU	 63	 0.2
CPU	 67	 0.1
CPU	 69	 0.116675
CPU	 71	 0.16665
CPU	 65	 0.116675
CPU	 73	 0.116675
CPU	 75	 0.083325
CPU	 79	 0.116675
CPU	 77	 0.083325
CPU	 81	 0.1
CPU	 85	 0.1
CPU	 83	 0.06665
CPU	 87	 0.083325
CPU	 91	 0.133325
CPU	 89	 0.16665
CPU	 97	 0.1
CPU	 93	 0.233325
CPU	 99	 0.116675
CPU	 95	 0.116675
IO	 20	 6.58335
IO	 4	 7.15
IO	 8	 7.05
IO	 30	 6.16667
IO	 24	 6.35
IO	 58	 4.48332
IO	 22	 6.45
IO	 16	 6.75
IO	 18	 6.66667
IO	 50	 5.4
IO	 6	 7.18335
IO	 2	 7.36667
IO	 12	 6.91667
IO	 48	 5.41667
IO	 42	 5.58335
IO	 44	 5.58335
IO	 26	 6.26668
IO	 60	 4.38335
IO	 32	 5.98335
IO	 14	 6.76668
IO	 54	 4.86667
IO	 86	 3.15
IO	 72	 3.71667
IO	 38	 5.73335
IO	 78	 3.31668
IO	 62	 4.33335
IO	 46	 5.41667
IO	 68	 4.06668
IO	 28	 6.26668
IO	 40	 5.65
IO	 64	 4.18335
IO	 74	 3.6
IO	 66	 4.06668
IO	 34	 5.9
IO	 90	 2.86667
IO	 52	 5.38333
IO	 36	 5.91665
IO	 0	 7.48332
IO	 10	 6.93332
IO	 96	 2.53333
IO	 56	 4.51665
IO	 98	 2.53333
IO	 82	 3.28333
IO	 92	 2.88333
IO	 84	 3.23332
IO	 70	 4.06665
IO	 76	 3.53333
IO	 88	 3.06665
IO	 94	 2.88333
IO	 80	 3.33332
